1,55,3
1,32,3
1,28,3
1,120,3
1,63,3
2,3,4
2,53,5
2,48,5
2,91,4
2,83,5
3,18,3
3,53,4
3,125,3
3,23,5
3,83,5
4,3,5
4,23,5
4,91,5
4,125,3
4,134,5
5,83,3
5,55,5
5,116,3
5,49,3
5,69,5
6,13,4
6,10,3
6,98,3
6,7,3
6,99,3
7,3,5
7,55,5
7,116,5
7,120,5
7,63,3
8,3,3
8,48,3
8,23,3
8,110,4
8,11,3
9,18,5
9,134,5
9,49,3
9,116,5
9,119,5
10,86,3
10,87,5
10,22,5
10,132,3
10,3,5
11,53,5
11,48,5
11,91,4
11,23,5
11,83,3
12,3,5
12,83,5
12,11,5
12,10,5
12,98,5
13,3,5
13,23,5
13,67,5
13,55,3
13,116,5
14,18,4
14,91,3
14,53,4
14,83,3
14,125,5
15,3,5
15,23,3
15,20,3
15,39,5
15,37,5
16,91,3
16,20,5
16,110,5
16,134,5
16,116,5
17,83,4
17,134,4
17,116,4
17,38,4
17,74,5
18,134,5
18,115,5
18,66,5
18,18,5
18,3,5
19,18,4
19,91,4
19,48,4
19,23,3
19,67,3
20,23,3
20,20,3
20,13,3
20,98,5
20,38,5
21,53,3
21,20,3
21,134,5
21,13,5
21,49,4
22,48,3
22,20,4
22,49,3
22,38,4
22,85,3
23,18,5
23,67,5
23,134,5
23,69,5
23,72,5
24,23,4
24,83,3
24,20,4
24,7,4
24,104,4
25,3,5
25,125,5
25,110,5
25,134,5
25,98,5
26,18,4
26,23,3
26,20,4
26,83,4
26,13,4
27,48,5
27,116,5
27,134,5
27,13,5
27,10,5
28,3,4
28,55,4
28,120,3
28,63,4
28,80,5
29,49,5
29,85,5
29,17,5
29,70,3
29,27,4
30,18,4
30,53,3
30,3,4
30,125,3
30,20,4
31,53,3
31,3,5
31,67,3
31,23,4
31,110,3
32,20,5
32,69,5
32,39,5
32,37,5
32,98,5
33,13,4
33,116,5
33,28,4
33,31,4
33,127,5
34,3,4
34,23,3
34,11,3
34,10,4
34,39,4
35,23,3
35,20,4
35,116,4
35,39,4
35,98,3
36,13,4
36,63,3
36,94,3
36,127,3
36,24,4
37,23,3
37,20,3
37,39,5
37,37,3
37,119,5
38,48,3
38,23,3
38,55,3
38,11,3
38,104,3
39,18,5
39,67,5
39,110,5
39,3,5
39,20,3
40,91,4
40,67,3
40,20,4
40,32,3
40,39,4
41,48,5
41,23,5
41,13,5
41,134,5
41,10,5
42,125,5
42,48,5
42,13,3
42,10,3
42,99,5
43,48,3
43,10,4
43,69,4
43,120,3
43,25,3
44,18,3
44,3,3
44,53,3
44,83,4
44,23,3
45,3,5
45,20,5
45,83,3
45,13,5
45,134,5
46,91,4
46,23,3
46,13,4
46,28,5
46,104,4
47,55,3
47,11,3
47,28,3
47,119,5
47,90,3
48,18,3
48,48,5
48,125,5
48,116,4
48,28,3
49,18,3
49,11,4
49,116,3
49,69,3
49,123,3
50,28,5
50,39,4
50,37,5
50,63,3
50,85,5
51,48,3
51,83,4
51,116,4
51,44,3
51,50,4
52,91,4
52,110,4
52,134,3
52,39,3
52,37,3
53,50,3
53,12,5
53,42,4
53,61,4
53,123,4
54,134,3
54,61,3
54,18,4
54,3,4
54,53,4
55,48,5
55,91,3
55,20,4
55,134,4
55,116,5
56,91,4
56,55,5
56,28,4
56,39,4
56,74,4
57,18,3
57,48,3
57,20,3
57,116,3
57,49,3
58,91,3
58,20,5
58,11,3
58,10,3
58,28,3
59,23,5
59,83,5
59,28,5
59,69,5
59,120,3
60,18,3
60,20,5
60,119,4
60,95,5
60,7,5
61,91,3
61,82,4
61,121,4
61,15,3
61,107,3
62,18,4
62,125,4
62,23,4
62,48,5
62,110,4
63,53,5
63,18,3
63,20,4
63,110,5
63,134,5
64,18,5
64,125,5
64,3,5
64,48,4
64,91,3
65,3,3
65,48,3
65,83,3
65,134,3
65,49,3
66,116,4
66,28,4
66,117,3
66,84,5
66,111,4
67,18,3
67,28,4
67,98,3
67,15,3
67,130,4
68,13,4
68,134,3
68,119,4
68,38,4
68,84,4
69,3,4
69,48,4
69,49,4
69,10,4
69,32,4
70,125,3
70,28,3
70,10,4
70,37,4
70,7,4
71,48,4
71,55,4
71,39,4
71,69,4
71,95,4
72,91,3
72,110,3
72,120,5
72,119,5
72,117,3
73,3,3
73,120,3
73,82,3
73,94,5
73,133,3
74,53,5
74,3,5
74,91,3
74,20,5
74,55,5
75,3,4
75,55,4
75,28,3
75,39,4
75,120,4
76,38,3
76,72,4
76,90,5
76,77,4
76,66,4
77,20,4
77,49,3
77,129,4
77,34,4
77,44,5
78,18,5
78,3,5
78,23,5
78,20,5
78,13,5
79,18,5
79,3,5
79,20,5
79,39,4
79,120,5
80,3,5
80,48,5
80,67,5
80,13,5
80,49,3
81,18,3
81,3,3
81,91,3
81,48,3
81,83,3
82,83,5
82,134,5
82,32,3
82,38,3
82,129,5
83,23,4
83,20,4
83,13,5
83,134,4
83,11,4
84,48,5
84,83,5
84,32,3
84,72,4
84,44,4
85,110,4
85,134,4
85,69,3
85,10,3
85,120,3
86,23,4
86,39,3
86,98,4
86,104,4
86,38,3
87,18,5
87,67,5
87,48,5
87,55,3
87,32,3
88,18,4
88,48,4
88,125,4
88,11,4
88,116,4
89,11,4
89,10,4
89,37,4
89,123,3
89,98,4
90,3,3
90,11,4
90,28,5
90,120,3
90,119,3
91,83,4
91,134,4
91,104,5
91,63,4
91,82,4
92,91,4
92,67,4
92,55,3
92,28,4
92,63,3
93,82,4
93,6,5
93,1,4
93,73,5
93,18,3
94,18,4
94,23,4
